tipo_crimen,año,mes,provincia,sexo,rango_de_edad,tipo_de_arma_utilizada,distrito
Homicidio,2023,Julio,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Julio,,No disponible,25-29 años,Arma de Fuego ,No disponible
Homicidio,2023,Julio,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Julio,,No disponible,35-39 años,Arma de Fuego ,No disponible
Homicidio,2023,Julio,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Julio,,No disponible,15-17 años,Objeto Contundente,No disponible
Homicidio,2023,Julio,,No disponible,35-39 años,Arma de Fuego ,No disponible
Homicidio,2023,Julio,,No disponible,25-29 años,Arma de Fuego ,No disponible
Homicidio,2023,Julio,,No disponible,25-29 años,Arma Blanca,No disponible
Homicidio,2023,Julio,,No disponible,0-4 años,Arma Blanca,No disponible
Homicidio,2023,Julio,,No disponible,0-4 años,Arma Blanca,No disponible
Homicidio,2023,Julio,,No disponible,05-09 años,Arma Blanca,No disponible
Homicidio,2023,Julio,,No disponible,05-09 años,Arma Blanca,No disponible
Homicidio,2023,Julio,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Julio,,No disponible,50-54 años,Sin Determinar,No disponible
Homicidio,2023,Julio,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Julio,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Julio,,No disponible,30-34 años,Arma de Fuego ,No disponible
Homicidio,2023,Julio,,No disponible,30-34 años,Arma de Fuego ,No disponible
Homicidio,2023,Julio,,No disponible,40-44 años,Arma de Fuego ,No disponible
Homicidio,2023,Julio,,No disponible,35-39 años,Arma de Fuego ,No disponible
Homicidio,2023,Julio,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Julio,,No disponible,25-29 años,Arma de Fuego ,No disponible
Homicidio,2023,Julio,,No disponible,40-44 años,Arma de Fuego ,No disponible
Homicidio,2023,Julio,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Julio,,No disponible,Sin Determinar,Arma de Fuego ,No disponible
Homicidio,2023,Julio,,No disponible,35-39 años,Arma Blanca,No disponible
Homicidio,2023,Agosto,,No disponible,18-24 años,Arma Blanca,No disponible
Homicidio,2023,Agosto,,No disponible,35-39 años,Arma de Fuego ,No disponible
Homicidio,2023,Agosto,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Agosto,,No disponible,40-44 años,Arma de Fuego ,No disponible
Homicidio,2023,Agosto,,No disponible,50-54 años,Sin Determinar,No disponible
Homicidio,2023,Agosto,,No disponible,25-29 años,Arma de Fuego ,No disponible
Homicidio,2023,Agosto,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Agosto,,No disponible,Sin Determinar,Sin Determinar,No disponible
Homicidio,2023,Agosto,,No disponible,15-17 años,Arma de Fuego ,No disponible
Homicidio,2023,Agosto,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Agosto,,No disponible,30-34 años,Arma de Fuego ,No disponible
Homicidio,2023,Agosto,,No disponible,25-29 años,Arma de Fuego ,No disponible
Homicidio,2023,Agosto,,No disponible,30-34 años,Arma de Fuego ,No disponible
Homicidio,2023,Agosto,,No disponible,25-29 años,Arma de Fuego ,No disponible
Homicidio,2023,Agosto,,No disponible,30-34 años,Arma de Fuego ,No disponible
Homicidio,2023,Agosto,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Agosto,,No disponible,30-34 años,Arma de Fuego ,No disponible
Homicidio,2023,Agosto,,No disponible,40-44 años,Arma de Fuego ,No disponible
Homicidio,2023,Agosto,,No disponible,45-49 años,Arma de Fuego ,No disponible
Homicidio,2023,Agosto,,No disponible,40-44 años,Arma de Fuego ,No disponible
Homicidio,2023,Agosto,,No disponible,30-34 años,Arma de Fuego ,No disponible
Homicidio,2023,Agosto,,No disponible,15-17 años,Arma de Fuego ,No disponible
Homicidio,2023,Agosto,,No disponible,30-34 años,Arma de Fuego ,No disponible
Homicidio,2023,Agosto,,No disponible,40-44 años,Arma de Fuego ,No disponible
Homicidio,2023,Agosto,,No disponible,35-39 años,Arma de Fuego ,No disponible
Homicidio,2023,Agosto,,No disponible,Sin Determinar,Arma de Fuego ,No disponible
Homicidio,2023,Agosto,,No disponible,10-14 años,Sin Determinar,No disponible
Homicidio,2023,Agosto,,No disponible,40-44 años,Arma de Fuego ,No disponible
Homicidio,2023,Agosto,,No disponible,25-29 años,Arma de Fuego ,No disponible
Homicidio,2023,Agosto,,No disponible,65-69 años,Asfixia Mecánica,No disponible
Homicidio,2023,Agosto,,No disponible,35-39 años,Arma de Fuego ,No disponible
Homicidio,2023,Agosto,,No disponible,50-54 años,Arma de Fuego ,No disponible
Homicidio,2023,Agosto,,No disponible,35-39 años,Arma de Fuego ,No disponible
Homicidio,2023,Agosto,,No disponible,35-39 años,Arma de Fuego ,No disponible
Homicidio,2023,Agosto,,No disponible,30-34 años,Arma de Fuego ,No disponible
Homicidio,2023,Agosto,,No disponible,25-29 años,Arma Blanca,No disponible
Homicidio,2023,Agosto,,No disponible,35-39 años,Arma de Fuego ,No disponible
Homicidio,2023,Agosto,,No disponible,45-49 años,Arma de Fuego ,No disponible
Homicidio,2023,Agosto,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Agosto,,No disponible,75-79 años,Arma Blanca,No disponible
Homicidio,2023,Septiembre,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Septiembre,,No disponible,25-29 años,Arma de Fuego ,No disponible
Homicidio,2023,Septiembre,,No disponible,40-44 años,Arma de Fuego ,No disponible
Homicidio,2023,Septiembre,,No disponible,35-39 años,Arma de Fuego ,No disponible
Homicidio,2023,Septiembre,,No disponible,25-29 años,Arma de Fuego ,No disponible
Homicidio,2023,Septiembre,,No disponible,55-59 años,Arma de Fuego ,No disponible
Homicidio,2023,Septiembre,,No disponible,25-29 años,Arma de Fuego ,No disponible
Homicidio,2023,Septiembre,,No disponible,30-34 años,Arma de Fuego ,No disponible
Homicidio,2023,Septiembre,,No disponible,40-44 años,Sin Determinar,No disponible
Homicidio,2023,Septiembre,,No disponible,25-29 años,Arma de Fuego ,No disponible
Homicidio,2023,Septiembre,,No disponible,25-29 años,Arma de Fuego ,No disponible
Homicidio,2023,Septiembre,,No disponible,30-34 años,Arma de Fuego ,No disponible
Homicidio,2023,Septiembre,,No disponible,25-29 años,Arma de Fuego ,No disponible
Homicidio,2023,Septiembre,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Septiembre,,No disponible,30-34 años,Arma de Fuego ,No disponible
Homicidio,2023,Septiembre,,No disponible,30-34 años,Arma de Fuego ,No disponible
Homicidio,2023,Septiembre,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Septiembre,,No disponible,40-44 años,Arma de Fuego ,No disponible
Homicidio,2023,Septiembre,,No disponible,30-34 años,Arma de Fuego ,No disponible
Homicidio,2023,Septiembre,,No disponible,25-29 años,Arma de Fuego ,No disponible
Homicidio,2023,Septiembre,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Septiembre,,No disponible,25-29 años,Arma de Fuego ,No disponible
Homicidio,2023,Septiembre,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Septiembre,,No disponible,15-17 años,Arma Blanca,No disponible
Homicidio,2023,Septiembre,,No disponible,50-54 años,Arma de Fuego ,No disponible
Homicidio,2023,Septiembre,,No disponible,45-49 años,Arma de Fuego ,No disponible
Homicidio,2023,Septiembre,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Septiembre,,No disponible,45-49 años,Arma Blanca,No disponible
Homicidio,2023,Septiembre,,No disponible,35-39 años,Arma de Fuego ,No disponible
Homicidio,2023,Septiembre,,No disponible,25-29 años,Arma de Fuego ,No disponible
Homicidio,2023,Septiembre,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Septiembre,,No disponible,25-29 años,Arma Blanca,No disponible
Homicidio,2023,Septiembre,,No disponible,15-17 años,Arma de Fuego ,No disponible
Homicidio,2023,Septiembre,,No disponible,25-29 años,Arma de Fuego ,No disponible
Homicidio,2023,Septiembre,,No disponible,45-49 años,Arma de Fuego ,No disponible
Homicidio,2023,Octubre,,No disponible,35-39 años,Arma de Fuego ,No disponible
Homicidio,2023,Octubre,,No disponible,30-34 años,Arma de Fuego ,No disponible
Homicidio,2023,Octubre,,No disponible,45-49 años,Arma Blanca,No disponible
Homicidio,2023,Octubre,,No disponible,35-39 años,Arma de Fuego ,No disponible
Homicidio,2023,Octubre,,No disponible,40-44 años,Arma de Fuego ,No disponible
Homicidio,2023,Octubre,,No disponible,55-59 años,Arma de Fuego ,No disponible
Homicidio,2023,Octubre,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Octubre,,No disponible,18-24 años,Arma Blanca,No disponible
Homicidio,2023,Octubre,,No disponible,15-17 años,Arma de Fuego ,No disponible
Homicidio,2023,Octubre,,No disponible,15-17 años,Arma de Fuego ,No disponible
Homicidio,2023,Octubre,,No disponible,35-39 años,Arma de Fuego ,No disponible
Homicidio,2023,Octubre,,No disponible,25-29 años,Arma de Fuego ,No disponible
Homicidio,2023,Octubre,,No disponible,25-29 años,Arma de Fuego ,No disponible
Homicidio,2023,Octubre,,No disponible,40-44 años,Arma de Fuego ,No disponible
Homicidio,2023,Octubre,,No disponible,45-49 años,Arma de Fuego ,No disponible
Homicidio,2023,Octubre,,No disponible,35-39 años,Arma de Fuego ,No disponible
Homicidio,2023,Octubre,,No disponible,60-64 años,Arma de Fuego ,No disponible
Homicidio,2023,Octubre,,No disponible,15-17 años,Arma de Fuego ,No disponible
Homicidio,2023,Octubre,,No disponible,05-09 años,Arma de Fuego ,No disponible
Homicidio,2023,Octubre,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Octubre,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Octubre,,No disponible,30-34 años,Arma de Fuego ,No disponible
Homicidio,2023,Octubre,,No disponible,35-39 años,Arma de Fuego ,No disponible
Homicidio,2023,Octubre,,No disponible,30-34 años,Arma de Fuego ,No disponible
Homicidio,2023,Octubre,,No disponible,40-44 años,Arma de Fuego ,No disponible
Homicidio,2023,Octubre,,No disponible,15-17 años,Arma de Fuego ,No disponible
Homicidio,2023,Octubre,,No disponible,35-39 años,Arma de Fuego ,No disponible
Homicidio,2023,Octubre,,No disponible,35-39 años,Arma de Fuego ,No disponible
Homicidio,2023,Octubre,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Octubre,,No disponible,25-29 años,Arma de Fuego ,No disponible
Homicidio,2023,Octubre,,No disponible,30-34 años,Arma de Fuego ,No disponible
Homicidio,2023,Octubre,,No disponible,Sin Determinar,Sin Determinar,No disponible
Homicidio,2023,Noviembre,,No disponible,35-39 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,40-44 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,30-34 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,Sin Determinar,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,40-44 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,45-49 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,45-49 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,Sin Determinar,Sin Determinar,No disponible
Homicidio,2023,Noviembre,,No disponible,30-34 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,35-39 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,25-29 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,65-69 años,Arma Blanca,No disponible
Homicidio,2023,Noviembre,,No disponible,45-49 años,Sin Determinar,No disponible
Homicidio,2023,Noviembre,,No disponible,45-49 años,Arma Blanca,No disponible
Homicidio,2023,Noviembre,,No disponible,50-54 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,45-49 años,Arma Blanca,No disponible
Homicidio,2023,Noviembre,,No disponible,25-29 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,45-49 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,35-39 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,25-29 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,10-14 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,25-29 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,55-59 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,25-29 años,Arma Blanca,No disponible
Homicidio,2023,Noviembre,,No disponible,35-39 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,50-54 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,40-44 años,Arma Blanca,No disponible
Homicidio,2023,Noviembre,,No disponible,50-54 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,45-49 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,25-29 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,Sin Determinar,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,Sin Determinar,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,30-34 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,45-49 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,60-64 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,50-54 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,80 y más años,Arma Blanca,No disponible
Homicidio,2023,Noviembre,,No disponible,45-49 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,35-39 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,30-34 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,25-29 años,Asfixia Mecánica,No disponible
Homicidio,2023,Noviembre,,No disponible,40-44 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,25-29 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,30-34 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,35-39 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,30-34 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,45-49 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,25-29 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,55-59 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,10-14 años,Arma de Fuego ,No disponible
Homicidio,2023,Noviembre,,No disponible,Sin Determinar,Sin Determinar,No disponible
Homicidio,2023,Diciembre,,No disponible,75-79 años,Sin Determinar,No disponible
Homicidio,2023,Diciembre,,No disponible,45-49 años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,50-54 años,Golpes,No disponible
Homicidio,2023,Diciembre,,No disponible,15-17 años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,15-17 años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,25-29 años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,25-29 años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,15-17 años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,30-34 años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,60-64 años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,35-39 años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,80 y más años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,15-17 años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,25-29 años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,25-29 años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,15-17 años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,15-17 años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,Sin Determinar,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,40-44 años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,50-54 años,Sin Determinar,No disponible
Homicidio,2023,Diciembre,,No disponible,Sin Determinar,Sin Determinar,No disponible
Homicidio,2023,Diciembre,,No disponible,30-34 años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,35-39 años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,55-59 años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,35-39 años,Arma Blanca,No disponible
Homicidio,2023,Diciembre,,No disponible,10-14 años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,40-44 años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,40-44 años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,40-44 años,Arma Blanca,No disponible
Homicidio,2023,Diciembre,,No disponible,40-44 años,Arma Blanca,No disponible
Homicidio,2023,Diciembre,,No disponible,45-49 años,Golpes,No disponible
Homicidio,2023,Diciembre,,No disponible,45-49 años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,40-44 años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,25-29 años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,30-34 años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,25-29 años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,Sin Determinar,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,Sin Determinar,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,18-24 años,Sin Determinar,No disponible
Homicidio,2023,Diciembre,,No disponible,10-14 años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,30-34 años,Arma de Fuego ,No disponible
Homicidio,2023,Diciembre,,No disponible,18-24 años,Arma de Fuego ,No disponible
Homicidio,2024,Enero,Bocas Del Toro,Masculino,50-54 ,Arma Blanca,
Homicidio,2024,Enero,Chiriqui,Femenino,25-29 ,Arma Blanca,
Homicidio,2024,Enero,Chiriqui­,Masculino,18-24 ,Arma de Fuego ,
Homicidio,2024,Enero,Chiriqui­,Masculino,40-44 ,Arma de Fuego ,
Homicidio,2024,Enero,Cocle,Masculino,25-29 ,Arma de Fuego ,
Homicidio,2024,Enero,Colon,Masculino,18-24 ,Arma de Fuego ,
Homicidio,2024,Enero,Colon,Femenino,10-14 ,Arma de Fuego ,
Homicidio,2024,Enero,Colon,Masculino,40-44 ,Arma de Fuego ,
Homicidio,2024,Enero,Colon,Masculino,18-24 ,Arma Blanca,
Homicidio,2024,Enero,Colon,Masculino,25-29 ,Arma de Fuego ,
Homicidio,2024,Enero,Colon,Masculino,35-39 ,Arma de Fuego ,
Homicidio,2024,Enero,Colon,Masculino,18-24 ,Arma de Fuego ,
Homicidio,2024,Enero,Colon,Masculino,35-39 ,Arma de Fuego ,
Homicidio,2024,Enero,Colon,Masculino,15-17 ,Arma de Fuego ,
Homicidio,2024,Enero,Colon,Masculino,35-39 ,Arma de Fuego ,
Homicidio,2024,Enero,Los Santos,Masculino,30-34 ,Objeto Contundente,
Homicidio,2024,Enero,Panama,Masculino,25-29 ,Arma de Fuego ,
Homicidio,2024,Enero,Panama,Masculino,35-39 ,Arma de Fuego ,
Homicidio,2024,Enero,Panama,Masculino,30-34 ,Arma de Fuego ,
Homicidio,2024,Enero,Panama,Masculino,18-24 ,Arma Blanca,
Homicidio,2024,Enero,Panama,Masculino,18-24 ,Arma de Fuego ,
Homicidio,2024,Enero,Panama,Masculino,60-64 ,Arma de Fuego ,
Homicidio,2024,Enero,Panama,Masculino,30-34 ,Arma de Fuego ,
Homicidio,2024,Enero,Panama,Masculino,25-29 ,Arma de Fuego ,
Homicidio,2024,Enero,Panama,Masculino,30-34 ,Arma de Fuego ,
Homicidio,2024,Enero,Panama,Masculino,Sin Determinar,Arma Blanca,
Homicidio,2024,Enero,Panama,Masculino,18-24 ,Arma de Fuego ,
Homicidio,2024,Enero,Panama,Masculino,15-17 ,Arma de Fuego ,
Homicidio,2024,Enero,Panama,Masculino,40-44 ,Arma de Fuego ,
Homicidio,2024,Enero,Panama,Masculino,35-39 ,Arma de Fuego ,
Homicidio,2024,Enero,Panama,Masculino,35-39 ,Arma de Fuego ,
Homicidio,2024,Enero,Panama,Masculino,18-24 ,Arma de Fuego ,
Homicidio,2024,Enero,Panama,Femenino,50-54 ,Arma de Fuego ,
Homicidio,2024,Enero,Panama (San Miguelito),Femenino,45-49 ,Arma de Fuego ,
Homicidio,2024,Enero,Panama (San Miguelito),Masculino,45-49 ,Arma de Fuego ,
Homicidio,2024,Enero,Panama (San Miguelito),Masculino,25-29 ,Arma de Fuego ,
Homicidio,2024,Enero,Panama (San Miguelito),Masculino,18-24 ,Arma de Fuego ,
Homicidio,2024,Enero,Panama (San Miguelito),Masculino,35-39 ,Arma de Fuego ,
Homicidio,2024,Enero,Panama Oeste,Masculino,18-24 ,Arma de Fuego ,
Homicidio,2024,Enero,Panama Oeste,Masculino,18-24 ,Arma de Fuego ,
Homicidio,2024,Enero,Veraguas,Masculino,30-34 ,Arma de Fuego ,
Homicidio,2024,Enero,Veraguas,Masculino,18-24 ,Arma Blanca,
Homicidio,2024,Febrero,Chiriqui­,Masculino,60-64 ,Objeto Contundente,
Homicidio,2024,Febrero,Cocle,Masculino,18-24 ,Arma de Fuego ,
Homicidio,2024,Febrero,Cocle,Masculino,25-29 ,Arma de Fuego ,
Homicidio,2024,Febrero,Cocle,Femenino,25-29 ,Arma de Fuego ,
Homicidio,2024,Febrero,Colon,Masculino,18-24 ,Arma de Fuego ,
Homicidio,2024,Febrero,Colon,Masculino,65-69 ,Arma de Fuego ,
Homicidio,2024,Febrero,Colon,Masculino,18-24 ,Arma de Fuego ,
Homicidio,2024,Febrero,Colon,Masculino,18-24 ,Arma de Fuego ,
Homicidio,2024,Febrero,Colon,Femenino,18-24 ,Arma de Fuego ,
Homicidio,2024,Febrero,Colon,Masculino,35-39 ,Arma de Fuego ,
Homicidio,2024,Febrero,Colon,Masculino,18-24 ,Arma de Fuego ,
Homicidio,2024,Febrero,Colon,Masculino,35-39 ,Arma de Fuego ,
Homicidio,2024,Febrero,Colon,Masculino,25-29 ,Arma de Fuego ,
Homicidio,2024,Febrero,Colon,Masculino,30-34 ,Arma de Fuego ,
Homicidio,2024,Febrero,Colon,Masculino,25-29 ,Arma de Fuego ,
Homicidio,2024,Febrero,Comarca Embera Wounnan,Masculino,40-44 ,Arma de Fuego ,
Homicidio,2024,Febrero,Comarca Embera Wounnan,Masculino,35-39 ,Arma de Fuego ,
Homicidio,2024,Febrero,Darien,Masculino,18-24 ,Arma Blanca,
Homicidio,2024,Febrero,Herrera,Masculino,15-17 ,Arma de Fuego ,
Homicidio,2024,Febrero,Panama,Masculino,25-29 ,Arma de Fuego ,
Homicidio,2024,Febrero,Panama,Masculino,35-39 ,Arma de Fuego ,
Homicidio,2024,Febrero,Panama,Masculino,25-29 ,Arma de Fuego ,
Homicidio,2024,Febrero,Panama,Masculino,25-29 ,Arma de Fuego ,
Homicidio,2024,Febrero,Panama,Masculino,40-44 ,Arma de Fuego ,
Homicidio,2024,Febrero,Panama,Masculino,40-44 ,Arma Blanca,
Homicidio,2024,Febrero,Panama,Masculino,55-59 ,Arma de Fuego ,
Homicidio,2024,Febrero,Panama,Masculino,15-17 ,Arma de Fuego ,
Homicidio,2024,Febrero,Panama,Masculino,30-34 ,Arma de Fuego ,
Homicidio,2024,Febrero,Panama,Masculino,30-34 ,Arma de Fuego ,
Homicidio,2024,Febrero,Panama,Masculino,25-29 ,Arma de Fuego ,
Homicidio,2024,Febrero,Panama,Masculino,35-39 ,Arma de Fuego ,
Homicidio,2024,Febrero,Panama,Femenino,60-64 ,Arma Blanca,
Homicidio,2024,Febrero,Panama,Masculino,18-24 ,Arma de Fuego ,
Homicidio,2024,Febrero,Panama,Masculino,18-24 ,Arma de Fuego ,
Homicidio,2024,Febrero,Panama,Masculino,50-54 ,Arma de Fuego ,
Homicidio,2024,Febrero,Panama,Masculino,25-29 ,Arma de Fuego ,
Homicidio,2024,Febrero,Panama,Masculino,35-39 ,Arma de Fuego ,
Homicidio,2024,Febrero,Panama,Femenino,18-24 ,Asfixia mecanica,
Homicidio,2024,Febrero,Panama,Masculino,35-39 ,Arma de Fuego ,
