tipo_crimen,año,mes,provincia,sexo,rango_de_edad,tipo_de_arma_utilizada,provinia
Homicidio,2020,Marzo,Colón,No disponible,25-29,Arma de Fuego,colón
Homicidio,2020,Marzo,Veraguas,No disponible,18-24,Arma Blanca,veraguas
Femicidio,2020,Abril,Panamá,No disponible,40-44,Arma Blanca,panamá
Homicidio,2020,Abril,Panamá,No disponible,No disponible,Arma de Fuego,panamá
Homicidio,2020,Abril,Panamá,No disponible,45-49,Arma de Fuego,panamá
Homicidio,2020,Abril,Panamá,No disponible,30-34,Arma de Fuego,panamá
Homicidio,2020,Abril,Panamá,No disponible,15-17,Arma de Fuego,panamá
Homicidio,2020,Abril,Panamá,No disponible,25-29,Arma de Fuego,panamá
Homicidio,2020,Abril,Panamá,No disponible,35-39,Arma de Fuego,panamá
Homicidio,2020,Abril,Panamá,No disponible,30-34,Arma de Fuego,panamá
Homicidio,2020,Abril,Panamá,No disponible,35-39,Arma de Fuego,panamá
Homicidio,2020,Abril,Panamá,No disponible,35-39,Arma de Fuego,panamá
Homicidio,2020,Abril,San Miguelito,No disponible,35-39,No disponible,san miguelito
Homicidio,2020,Abril,San Miguelito,No disponible,25-29,No disponible,san miguelito
Homicidio,2020,Abril,San Miguelito,No disponible,55-59,No disponible,san miguelito
Homicidio,2020,Abril,San Miguelito,No disponible,25-29,Arma de Fuego,san miguelito
Homicidio,2020,Abril,San Miguelito,No disponible,30-34,Arma de Fuego,san miguelito
Homicidio,2020,Abril,Panamá Oeste,No disponible,18-24,Arma de Fuego,panamá oeste
Femicidio,2020,Abril,Panamá Oeste,No disponible,No disponible,Incendiarismo,panamá oeste
Homicidio,2020,Abril,Panamá Oeste,No disponible,18-24,Arma de Fuego,panamá oeste
Homicidio,2020,Abril,Panamá Oeste,No disponible,18-24,Arma de Fuego,panamá oeste
Homicidio,2020,Abril,Panamá Oeste,No disponible,25-29,Arma de Fuego,panamá oeste
Homicidio,2020,Abril,Panamá Oeste,No disponible,18-24,Arma de Fuego,panamá oeste
Homicidio,2020,Abril,Panamá Oeste,No disponible,No disponible,Arma de Fuego,panamá oeste
Homicidio,2020,Abril,Panamá Oeste,No disponible,35-39,Arma de Fuego,panamá oeste
Homicidio,2020,Abril,Panamá Oeste,No disponible,45-49,Arma de Fuego,panamá oeste
Homicidio,2020,Abril,Colón,No disponible,25-29,Arma de Fuego,colón
Homicidio,2020,Abril,Colón,No disponible,18-24,Arma de Fuego,colón
Homicidio,2020,Abril,Colón,No disponible,30-34,Arma de Fuego,colón
Homicidio,2020,Abril,Colón,No disponible,35-39,Arma de Fuego,colón
Homicidio,2020,Abril,Colón,No disponible,35-39,Arma de Fuego,colón
Homicidio,2020,Abril,Colón,No disponible,45-49,Arma de Fuego,colón
Femicidio,2020,Abril,Comarca Ngäbe Buglé,No disponible,18-24,Arma Blanca,comarca ngöbe buglé
Homicidio,2020,Abril,Chiriquí,No disponible,0-4,Objeto Contundente,chiriquí
Homicidio,2020,Abril,Coclé,No disponible,15-17,No disponible,coclé
Homicidio,2020,Mayo,Veraguas,No disponible,18-24,Arma Blanca,veraguas
Homicidio,2020,Mayo,Panamá,No disponible,30-34,Arma de Fuego,panamá
Homicidio,2020,Mayo,Panamá,No disponible,40-44,Arma de Fuego,panamá
Homicidio,2020,Mayo,Panamá,No disponible,30-34,Arma de Fuego,panamá
Homicidio,2020,Mayo,Panamá,No disponible,35-39,Arma de Fuego,panamá
Homicidio,2020,Mayo,Panamá,No disponible,30-34,Arma de Fuego,panamá
Homicidio,2020,Mayo,Panamá,No disponible,15-17,Arma de Fuego,panamá
Homicidio,2020,Mayo,Panamá,No disponible,30-34,Arma de Fuego,panamá
Homicidio,2020,Mayo,Panamá,No disponible,35-39,Arma de Fuego,panamá
Homicidio,2020,Mayo,Panamá,No disponible,30-34,Arma de Fuego,panamá
Homicidio,2020,Mayo,Panamá,No disponible,No disponible,Arma de Fuego,panamá
Homicidio,2020,Mayo,Panamá,No disponible,No disponible,Arma de Fuego,panamá
Homicidio,2020,Mayo,Panamá,No disponible,35-39,Arma de Fuego,panamá
Homicidio,2020,Mayo,Panamá,No disponible,55-59,Arma Blanca,panamá
Homicidio,2020,Mayo,Panamá,No disponible,18-24,Arma de Fuego,panamá
Homicidio,2020,Mayo,Panamá,No disponible,25-29,Arma Blanca,panamá
Homicidio,2020,Mayo,Panamá,No disponible,25-29,Arma de Fuego,panamá
Femicidio,2020,Mayo,Panamá,No disponible,50-54,Arma de Fuego,panamá
Homicidio,2020,Mayo,Panamá,No disponible,25-29,Arma de Fuego,panamá
Homicidio,2020,Mayo,Panamá Oeste,No disponible,35-39,Arma de Fuego,panamá oeste
Homicidio,2020,Mayo,Panamá Oeste,No disponible,40-44,Arma de Fuego,panamá oeste
Homicidio,2020,Mayo,Panamá Oeste,No disponible,35-39,Arma de Fuego,panamá oeste
Homicidio,2020,Mayo,Panamá Oeste,No disponible,30-34,Arma de Fuego,panamá oeste
Homicidio,2020,Mayo,Panamá Oeste,No disponible,30-34,Arma de Fuego,panamá oeste
Homicidio,2020,Mayo,Panamá Oeste,No disponible,35-39,Arma de Fuego,panamá oeste
Homicidio,2020,Mayo,Panamá Oeste,No disponible,35-39,Arma de Fuego,panamá oeste
Homicidio,2020,Mayo,Panamá Oeste,No disponible,30-34,Arma de Fuego,panamá oeste
Homicidio,2020,Mayo,Panamá Oeste,No disponible,25-29,Arma de Fuego,panamá oeste
Homicidio,2020,Mayo,Panamá Oeste,No disponible,35-39,Arma de Fuego,panamá oeste
Homicidio,2020,Mayo,Panamá Oeste,No disponible,18-24,Arma de Fuego,panamá oeste
Homicidio,2020,Mayo,Panamá Oeste,No disponible,0-4,No disponible,panamá oeste
Homicidio,2020,Mayo,Panamá Oeste,No disponible,25-29,Arma de Fuego,panamá oeste
Femicidio,2020,Mayo,Panamá Oeste,No disponible,15-17,Arma de Fuego,panamá oeste
Homicidio,2020,Mayo,Panamá Oeste,No disponible,18-24,Arma de Fuego,panamá oeste
Homicidio,2020,Mayo,Colón,No disponible,30-34,Arma de Fuego,colón
Homicidio,2020,Mayo,Colón,No disponible,30-34,Arma de Fuego,colón
Homicidio,2020,Mayo,Colón,No disponible,18-24,Arma de Fuego,colón
Homicidio,2020,Mayo,Colón,No disponible,30-34,Arma de Fuego,colón
Homicidio,2020,Mayo,Colón,No disponible,35-39,Arma de Fuego,colón
Homicidio,2020,Mayo,Colón,No disponible,45-49,Arma de Fuego,colón
Homicidio,2020,Mayo,Colón,No disponible,18-24,Arma de Fuego,colón
Homicidio,2020,Mayo,Colón,No disponible,18-24,Arma de Fuego,colón
Homicidio,2020,Mayo,Colón,No disponible,18-24,Arma de Fuego,colón
Homicidio,2020,Mayo,Colón,No disponible,18-24,Arma de Fuego,colón
Homicidio,2020,Mayo,Herrera,No disponible,45-49,No disponible,herrera
Homicidio,2020,Mayo,Los Santos,No disponible,35-39,Arma de Fuego,los santos
Homicidio,2020,Mayo,Los Santos,No disponible,25-29,Arma de Fuego,los santos
Homicidio,2020,Mayo,Los Santos,No disponible,18-24,Arma de Fuego,los santos
Homicidio,2020,Mayo,San Miguelito,No disponible,No disponible,Arma de Fuego,san miguelito
Homicidio,2020,Mayo,San Miguelito,No disponible,No disponible,Arma de Fuego,san miguelito
Homicidio,2020,Mayo,San Miguelito,No disponible,30-34,Arma de Fuego,san miguelito
Homicidio,2020,Mayo,San Miguelito,No disponible,25-29,Arma de Fuego,san miguelito
Homicidio,2020,Mayo,San Miguelito,No disponible,30-34,Arma de Fuego,san miguelito
Homicidio,2020,Mayo,San Miguelito,No disponible,40-44,Arma de Fuego,san miguelito
Homicidio,2020,Mayo,Chiriquí,No disponible,45-49,Arma de Fuego,chiriquí
Homicidio,2020,Mayo,Chiriquí,No disponible,45-49,Arma de Fuego,chiriquí
Homicidio,2020,Junio,Panamá,No disponible,50-54,Arma de Fuego,panamá
Homicidio,2020,Junio,Panamá,No disponible,30-34,Arma de Fuego,panamá
Homicidio,2020,Junio,Panamá,No disponible,30-34,Arma de Fuego,panamá
Homicidio,2020,Junio,Panamá,No disponible,18-24,Arma de Fuego,panamá
Homicidio,2020,Junio,Panamá,No disponible,No disponible,Arma de Fuego,panamá
Homicidio,2020,Junio,Panamá,No disponible,30-34,Arma de Fuego,panamá
Homicidio,2020,Junio,Panamá,No disponible,30-34,Arma de Fuego,panamá
Homicidio,2020,Junio,Panamá,No disponible,18-24,Arma de Fuego,panamá
Homicidio,2020,Junio,Panamá,No disponible,30-34,Arma de Fuego,panamá
Homicidio,2020,Junio,Panamá,No disponible,25-29,Arma de Fuego,panamá
Homicidio,2020,Junio,San Miguelito,No disponible,5-9,Arma de Fuego,san miguelito
Homicidio,2020,Junio,San Miguelito,No disponible,15-17,Arma de Fuego,san miguelito
Homicidio,2020,Junio,San Miguelito,No disponible,25-29,Arma de Fuego,san miguelito
Homicidio,2020,Junio,San Miguelito,No disponible,No disponible,Arma de Fuego,san miguelito
Homicidio,2020,Junio,San Miguelito,No disponible,18-24,Arma de Fuego,san miguelito
Homicidio,2020,Junio,Colón,No disponible,35-39,Arma de Fuego,colón
Homicidio,2020,Junio,Colón,No disponible,18-24,Arma Blanca,colón
Homicidio,2020,Junio,Colón,No disponible,25-29,Arma de Fuego,colón
Homicidio,2020,Junio,Colón,No disponible,25-29,Arma de Fuego,colón
Homicidio,2020,Junio,Colón,No disponible,40-44,Arma de Fuego,colón
Homicidio,2020,Junio,Colón,No disponible,15-17,Arma de Fuego,colón
Homicidio,2020,Junio,Chiriquí,No disponible,30-34,Arma de Fuego,chiriquí
Homicidio,2020,Junio,Veraguas,No disponible,65-69,Arma Blanca,veraguas
